Generation0,0.506885,0.618564,0.452636,0.401239,0.482695,0.463795,0.438943,0.536567,
Generation1,0.528987,0.619885,0.444812,0.487489,0.505437,0.564856,0.53784,0.55451,
Generation2,0.54267,0.623434,0.622202,0.450443,0.553816,0.650017,0.517116,0.501275,
Generation3,0.553743,0.650949,0.623677,0.644124,0.650918,0.622919,0.623813,0.540136,
Generation4,0.64931,0.651329,0.650662,0.652101,0.65724,0.647248,0.650656,0.649554,
Generation5,0.639032,0.65295,0.66014,0.650167,0.652011,0.649842,0.576098,0.658761,
Generation6,0.638023,0.661988,0.660794,0.657812,0.661662,0.647716,0.660565,0.660903,
Generation7,0.552507,0.657156,0.5662,0.661318,0.551292,0.661663,0.658276,0.660166,
Generation8,0.661571,0.656103,0.660522,0.492625,0.660795,0.65592,0.662175,0.591751,
Generation9,0.660602,0.659768,0.661058,0.661866,0.662569,0.660476,0.654592,0.661715,
Generation10,0.662421,0.662985,0.661561,0.66056,0.662599,0.657865,0.660663,0.660739,
Generation11,0.662331,0.662277,0.661832,0.607666,0.660602,0.661644,0.660618,0.506744,
Generation12,0.61815,0.503311,0.662747,0.660875,0.662427,0.529435,0.656388,0.664389,
Generation13,0.564334,0.661668,0.663049,0.662691,0.619237,0.662371,0.663345,0.661389,
Generation14,0.661838,0.661306,0.662126,0.587383,0.663117,0.660989,0.660426,0.662359,
Generation15,0.662241,0.663416,0.624772,0.6614,0.621557,0.662734,0.661488,0.663155,
Generation16,0.660179,0.617917,0.661999,0.66272,0.662905,0.663015,0.663357,0.660821,
Generation17,0.663286,0.661585,0.616895,0.502075,0.654311,0.661404,0.663586,0.644083,
Generation18,0.637459,0.662584,0.632037,0.662624,0.662319,0.66319,0.661388,0.662743,
Generation19,0.66132,0.663318,0.663493,0.661812,0.663362,0.651603,0.661906,0.663405,
