Generation0,0.332802,0.43114,0.337324,0.337257,0.404739,
Generation1,0.290764

Generation2,0.464665

Generation3,0.428254

Generation4,0.482471

Generation5,0.501478

Generation6,0.503968

Generation7,0.459569

Generation8,0.502922

Generation9,0.501798

Generation10,0.510605

Generation11,0.510124

Generation12,0.510648

Generation13,0.524855

Generation14,0.509348

Generation15,0.543398

Generation16,0.541688

Generation17,0.543998

Generation18,0.543202

Generation19,0.54419

