Generation0,0.432146,0.403157,0.445054,0.504471,0.540403,0.570515,0.510009,0.642367,
Generation1,0.572241,0.58407,0.641586,0.502448,0.489191,0.411406,0.641188,0.444152,
Generation2,0.488285,0.462035,0.64012,0.556499,0.640309,0.633172,0.367718,0.439309,
Generation3,0.64021,0.640811,0.638921,0.633684,0.596895,0.641544,0.625506,0.459206,
Generation4,0.642011,0.641626,0.640461,0.640886,0.628161,0.641193,0.63931,0.646245,
Generation5,0.648399,0.647882,0.645599,0.647971,0.531921,0.647197,0.647549,0.454315,
Generation6,0.363967,0.647438,0.647471,0.645983,0.646986,0.658034,0.646036,0.648961,
Generation7,0.647311,0.646913,0.642121,0.65811,0.644905,0.655825,0.646114,0.655988,
Generation8,0.657674,0.656457,0.654881,0.652977,0.657588,0.657452,0.650988,0.659439,
Generation9,0.553321,0.637557,0.647735,0.658799,0.657067,0.654368,0.656916,0.658516,
Generation10,0.658055,0.654212,0.657407,0.657153,0.658422,0.65924,0.460816,0.659246,
Generation11,0.658188,0.658276,0.658126,0.635871,0.657427,0.658779,0.659106,0.657623,
Generation12,0.657765,0.657052,0.657893,0.658152,0.658372,0.657689,0.657441,0.65856,
Generation13,0.658799,0.658026,0.64909,0.655811,0.651609,0.65782,0.501283,0.658448,
Generation14,0.658117,0.604371,0.658742,0.657816,0.646921,0.657237,0.660688,0.657422,
Generation15,0.656743,0.656954,0.492105,0.650379,0.65918,0.635533,0.414553,0.660368,
Generation16,0.659965,0.657876,0.634922,0.591423,0.658954,0.588003,0.65853,0.656871,
Generation17,0.658229,0.658675,0.659222,0.659662,0.658109,0.657913,0.659249,0.657083,
Generation18,0.658606,0.625238,0.655653,0.659773,0.660681,0.660403,0.658889,0.660386,
Generation19,0.660653,0.659998,0.658691,0.659608,0.660027,0.659933,0.660249,0.659879,
