Generation0,0.508003,0.309723,0.336867,0.458574,0.361376,0.35302,0.309359,0.470801,
Generation1,0.443954,0.4319,0.464274,0.613496,0.457557,0.486226,0.374532,0.531408,
Generation2,0.630395,0.533987,0.584511,0.609266,0.589481,0.484916,0.531131,0.612195,
Generation3,0.5853,0.609579,0.610192,0.589561,0.631238,0.612348,0.630791,0.608895,
Generation4,0.630277,0.630222,0.629928,0.625241,0.629742,0.630191,0.630391,0.631129,
Generation5,0.621514,0.630435,0.561981,0.630969,0.373207,0.613708,0.551806,0.629399,
Generation6,0.468724,0.611452,0.629205,0.621511,0.629167,0.629759,0.633063,0.616818,
Generation7,0.631983,0.630929,0.630406,0.631281,0.62926,0.630196,0.633727,0.629268,
Generation8,0.633819,0.631627,0.630123,0.613928,0.632779,0.633842,0.632241,0.634183,
Generation9,0.518077,0.633949,0.604179,0.633442,0.632249,0.629447,0.634324,0.633016,
Generation10,0.348031,0.63302,0.631768,0.626693,0.618693,0.633752,0.633989,0.633026,
Generation11,0.63395,0.642848,0.585498,0.632941,0.633777,0.632589,0.604556,0.633366,
Generation12,0.634808,0.633978,0.641431,0.557548,0.346657,0.633427,0.635107,0.632621,
Generation13,0.642139,0.64174,0.633624,0.64028,0.634463,0.633875,0.633827,0.4326,
Generation14,0.640916,0.642301,0.641785,0.642212,0.64005,0.641185,0.64045,0.640041,
Generation15,0.640651,0.640954,0.64209,0.638704,0.642224,0.642053,0.641085,0.641396,
Generation16,0.64362,0.561755,0.640443,0.625885,0.618877,0.641323,0.649883,0.640954,
Generation17,0.641649,0.642272,0.350528,0.648714,0.649894,0.648934,0.642635,0.641494,
Generation18,0.648838,0.650592,0.619292,0.650201,0.639264,0.650704,0.564048,0.649706,
Generation19,0.649196,0.649297,0.649082,0.649967,0.649612,0.649092,0.648501,0.649297,
