Generation0,0.434068,0.459071,0.335221,0.324486,0.339207,0.545289,0.321419,0.397556,
Generation1,0.353754,0.469511,0.546104,0.497267,0.561004,0.511028,0.567472,0.550952,
Generation2,0.5571,0.522109,0.566752,0.565475,0.548544,0.567813,0.548977,0.527504,
Generation3,0.565536,0.566195,0.563782,0.568608,0.566834,0.566755,0.464503,0.566499,
Generation4,0.567973,0.507418,0.567812,0.567591,0.568223,0.429269,0.568794,0.564935,
Generation5,0.507488,0.566651,0.567163,0.567464,0.507523,0.565841,0.434025,0.563887,
Generation6,0.571679,0.525054,0.552893,0.567711,0.566181,0.566767,0.524017,0.568782,
Generation7,0.573475,0.481719,0.570862,0.570429,0.570082,0.57124,0.566519,0.56731,
Generation8,0.548916,0.572027,0.546603,0.553259,0.57088,0.569483,0.571865,0.544755,
Generation9,0.48685,0.572605,0.571246,0.480896,0.512436,0.569495,0.569715,0.566655,
Generation10,0.549488,0.571409,0.549141,0.569288,0.569637,0.571351,0.571062,0.548397,
Generation11,0.57235,0.571731,0.570163,0.468561,0.572191,0.571255,0.509952,0.537452,
Generation12,0.572217,0.569872,0.573023,0.570811,0.570901,0.57281,0.559201,0.570596,
Generation13,0.417947,0.555959,0.544752,0.570915,0.563804,0.558827,0.466137,0.571238,
Generation14,0.548139,0.571135,0.571527,0.571869,0.563773,0.570761,0.571242,0.427809,
Generation15,0.570356,0.571843,0.48687,0.572476,0.570802,0.568858,0.571697,0.571118,
Generation16,0.571296,0.571909,0.546923,0.572915,0.570988,0.569504,0.569156,0.545935,
Generation17,0.456551,0.462169,0.571501,0.539173,0.569602,0.56957,0.561303,0.427946,
Generation18,0.570323,0.336313,0.570529,0.570619,0.54903,0.571672,0.570394,0.570655,
Generation19,0.570918,0.571475,0.570858,0.553301,0.571114,0.571362,0.505828,0.571125,
