Generation0,0.344965,0.341855,0.356002,0.344213,0.387424,0.419571,0.335231,0.347389,0.346761,0.340386,0.358118,0.343255,0.349131,0.352842,0.36501,
Generation1,0.368601,0.368239,0.353849,0.370555,0.415244,0.350889,0.38893,0.388116,0.416067,0.412691,0.372879,0.43244,0.417896,0.398365,0.378057,
Generation2,0.384748,0.343543,0.416242,0.41827,0.430832,0.383562,0.462635,0.415903,0.430583,0.416568,0.422345,0.430451,0.349661,0.432635,0.415499,
Generation3,0.430516,0.385635,0.36629,0.432449,0.440512,0.463493,0.384902,0.384011,0.366212,0.465373,0.431499,0.365498,0.432056,0.431797,0.386452,
Generation4,0.465949,0.383341,0.46575,0.429449,0.404231,0.479246,0.385581,0.467311,0.465221,0.445642,0.357151,0.46774,0.367248,0.42405,0.466175,
Generation5,0.465463,0.480934,0.345702,0.463744,0.384267,0.464075,0.465205,0.47998,0.483823,0.497625,0.480603,0.475388,0.39274,0.47599,0.466155,
Generation6,0.482301,0.488088,0.444611,0.464117,0.447109,0.495615,0.495068,0.47398,0.479173,0.470974,0.480478,0.49577,0.480405,0.484139,0.496541,
Generation7,0.495793,0.4956,0.496673,0.495114,0.45821,0.495969,0.496326,0.495403,0.49562,0.496819,0.495268,0.49494,0.463389,0.495259,0.342501,
Generation8,0.495628,0.495152,0.49583,0.495586,0.464263,0.494912,0.495804,0.496252,0.497375,0.505679,0.496486,0.514483,0.4958,0.495256,0.495999,
Generation9,0.517099,0.496266,0.516129,0.487538,0.495173,0.495656,0.515753,0.516096,0.494748,0.495147,0.496058,0.495917,0.506028,0.495712,0.507007,
Generation10,0.516213,0.462157,0.381615,0.51505,0.517849,0.517246,0.501944,0.517681,0.516195,0.516424,0.516593,0.515771,0.517944,0.516617,0.401455,
Generation11,0.516655,0.465008,0.517557,0.51644,0.497767,0.515005,0.465946,0.516858,0.516386,0.517639,0.469117,0.514285,0.517691,0.515985,0.516515,
Generation12,0.515473,0.517192,0.517133,0.517001,0.516223,0.517661,0.514768,0.516913,0.516051,0.515553,0.51564,0.515984,0.515599,0.516694,0.515665,
Generation13,0.506178,0.502314,0.517218,0.464987,0.514729,0.516043,0.516698,0.51625,0.518572,0.448561,0.491041,0.335648,0.523414,0.517517,0.515334,
Generation14,0.522449,0.448757,0.540376,0.523412,0.515632,0.516141,0.520738,0.495828,0.516406,0.516468,0.516356,0.523048,0.516664,0.516069,0.522736,
Generation15,0.522053,0.541283,0.541478,0.46138,0.459008,0.52275,0.4857,0.522927,0.523615,0.523436,0.540203,0.540718,0.541933,0.522751,0.492757,
Generation16,0.541834,0.540882,0.540345,0.350501,0.540726,0.540759,0.522655,0.540763,0.529743,0.487562,0.540947,0.540686,0.540749,0.540914,0.541931,
Generation17,0.54038,0.541622,0.535908,0.540455,0.542106,0.540044,0.539841,0.542346,0.540222,0.334603,0.540222,0.502855,0.525348,0.525485,0.54154,
Generation18,0.541505,0.541148,0.523447,0.540898,0.540731,0.541736,0.541026,0.541416,0.496528,0.541462,0.541682,0.541024,0.541726,0.539905,0.540673,
Generation19,0.541161,0.35846,0.540968,0.541006,0.540695,0.497775,0.541782,0.541762,0.540258,0.33568,0.531555,0.540428,0.540649,0.541185,0.540509,
Generation20,0.54117,0.541316,0.388299,0.540218,0.540713,0.540305,0.540639,0.540921,0.540918,0.540842,0.348974,0.495836,0.539935,0.503148,0.540463,
Generation21,0.540743,0.541119,0.541815,0.540075,0.334439,0.540955,0.541468,0.541052,0.541652,0.539777,0.541359,0.540188,0.540578,0.540616,0.541534,
Generation22,0.541068,0.54103,0.54199,0.540429,0.541305,0.341665,0.540716,0.542709,0.536933,0.39291,0.344638,0.540995,0.541457,0.541583,0.541863,
Generation23,0.540104,0.540376,0.538849,0.500888,0.540536,0.541783,0.50645,0.501986,0.541215,0.541612,0.541313,0.541169,0.540946,0.540745,0.541257,
Generation24,0.506807,0.541319,0.54123,0.541365,0.540717,0.540549,0.542217,0.541087,0.541875,0.54094,0.541429,0.524985,0.510025,0.540716,0.491368,
Generation25,0.540486,0.537415,0.542211,0.540109,0.54145,0.505991,0.541567,0.542437,0.541839,0.541603,0.541314,0.542603,0.537007,0.540929,0.541038,
Generation26,0.540708,0.541288,0.541157,0.541161,0.542171,0.540954,0.540849,0.54128,0.542123,0.540692,0.541375,0.542876,0.541031,0.541594,0.541774,
Generation27,0.542583,0.4919,0.541585,0.542165,0.542959,0.510729,0.541529,0.541123,0.541922,0.525575,0.516149,0.504399,0.541011,0.507881,0.542881,
Generation28,0.542978,0.514548,0.542051,0.541505,0.54226,0.541469,0.363151,0.542509,0.541384,0.541621,0.514438,0.370838,0.540932,0.541169,0.540513,
Generation29,0.48979,0.517436,0.542123,0.541881,0.542286,0.521332,0.543529,0.541214,0.542524,0.542002,0.533227,0.541217,0.541313,0.541893,0.541324,
Generation30,0.541684,0.501401,0.540705,0.517729,0.342521,0.541729,0.541378,0.542044,0.541736,0.530596,0.541686,0.541361,0.54243,0.541733,0.541897,
Generation31,0.491905,0.542213,0.542419,0.542479,0.334155,0.356813,0.541987,0.542345,0.541059,0.541022,0.519627,0.541733,0.332587,0.541538,0.542551,
Generation32,0.541446,0.499497,0.541721,0.491826,0.540676,0.542242,0.541246,0.505142,0.541282,0.540969,0.541623,0.541388,0.541712,0.540954,0.464414,
Generation33,0.542054,0.512241,0.542439,0.541508,0.542066,0.542959,0.447981,0.542151,0.541773,0.510589,0.540765,0.541092,0.541211,0.541649,0.541664,
Generation34,0.542324,0.542241,0.491248,0.540885,0.33354,0.541795,0.541593,0.542129,0.542064,0.541455,0.541804,0.542523,0.488856,0.541951,0.541436,
Generation35,0.542106,0.490586,0.541532,0.541965,0.54167,0.492717,0.541639,0.501373,0.542232,0.541815,0.541843,0.541887,0.54145,0.489946,0.33891,
Generation36,0.5333,0.541252,0.540569,0.540944,0.541798,0.541996,0.5417,0.540705,0.54236,0.543122,0.541215,0.542317,0.541709,0.541003,0.542382,
Generation37,0.54125,0.542025,0.331737,0.541537,0.541213,0.517869,0.542578,0.332045,0.541329,0.500039,0.541836,0.541383,0.541153,0.390879,0.542893,
Generation38,0.542461,0.541165,0.542308,0.540752,0.541577,0.541408,0.542479,0.540995,0.54124,0.541333,0.541034,0.541121,0.490805,0.541523,0.355315,
Generation39,0.542625,0.540284,0.542771,0.541307,0.454737,0.541415,0.536842,0.542291,0.542469,0.516059,0.541733,0.540745,0.541442,0.54227,0.539665,
Generation40,0.541164,0.541816,0.525833,0.542172,0.516779,0.542142,0.541384,0.540419,0.542695,0.541617,0.517555,0.352306,0.541813,0.513609,0.490321,
Generation41,0.541762,0.541894,0.541941,0.54072,0.542376,0.510767,0.541893,0.541767,0.540837,0.541573,0.542074,0.358055,0.540691,0.541432,0.536585,
Generation42,0.542634,0.542348,0.520953,0.542442,0.491474,0.540926,0.542105,0.54148,0.541686,0.540679,0.541664,0.533756,0.542577,0.542585,0.541083,
Generation43,0.542629,0.541986,0.541693,0.333821,0.542506,0.542137,0.542517,0.511898,0.541404,0.541554,0.54221,0.541672,0.535687,0.541812,0.424998,
Generation44,0.542587,0.542113,0.542276,0.541006,0.542208,0.489919,0.541747,0.541654,0.540954,0.540533,0.542264,0.541415,0.541047,0.541713,0.498069,
Generation45,0.54102,0.54163,0.541511,0.542328,0.541848,0.541944,0.542091,0.542151,0.448053,0.542761,0.541296,0.540979,0.542228,0.541505,0.542551,
Generation46,0.542379,0.542689,0.435036,0.541787,0.541523,0.541456,0.541866,0.541083,0.424444,0.530705,0.540637,0.541152,0.495217,0.540882,0.373601,
Generation47,0.542644,0.542484,0.542531,0.537467,0.5418,0.542049,0.517998,0.542056,0.5425,0.540463,0.542203,0.340011,0.54163,0.541807,0.539673,
Generation48,0.541541,0.541265,0.536411,0.542152,0.54192,0.519724,0.543907,0.541117,0.541252,0.544555,0.506899,0.542648,0.539706,0.542557,0.54202,
Generation49,0.510486,0.422843,0.384829,0.547505,0.544859,0.544772,0.5451,0.544745,0.54612,0.54392,0.543859,0.541509,0.545041,0.545082,0.54483,
Generation50,0.544472,0.54606,0.545413,0.495585,0.545818,0.547216,0.547718,0.539446,0.548193,0.547181,0.547136,0.547865,0.547269,0.547361,0.544703,
Generation51,0.547002,0.547792,0.546404,0.510383,0.389859,0.54813,0.547018,0.546515,0.547879,0.547438,0.546885,0.547553,0.547126,0.497767,0.548062,
Generation52,0.546983,0.547655,0.547256,0.547208,0.54749,0.547734,0.547955,0.546926,0.547559,0.547561,0.546684,0.547715,0.547169,0.546741,0.547211,
Generation53,0.547103,0.547634,0.525944,0.547618,0.548044,0.547772,0.547815,0.341167,0.547425,0.51879,0.492341,0.547525,0.546958,0.548255,0.546104,
Generation54,0.365996,0.547446,0.498888,0.547596,0.546832,0.528975,0.547426,0.547402,0.548234,0.546618,0.547942,0.546688,0.547672,0.495852,0.547583,
Generation55,0.547029,0.547316,0.548002,0.493651,0.546883,0.544031,0.547289,0.5077,0.547903,0.546771,0.546948,0.547858,0.547788,0.547008,0.548607,
Generation56,0.548593,0.546935,0.547371,0.546371,0.546701,0.5476,0.514065,0.547939,0.548457,0.547618,0.547222,0.547169,0.336268,0.546984,0.548239,
Generation57,0.547171,0.547334,0.546202,0.547492,0.546537,0.363731,0.548082,0.390002,0.547329,0.548379,0.547234,0.547684,0.547398,0.548365,0.546483,
Generation58,0.548475,0.548112,0.548081,0.547753,0.546607,0.547304,0.358291,0.547453,0.547486,0.547409,0.547061,0.333079,0.546758,0.548406,0.532248,
Generation59,0.54835,0.502857,0.547435,0.547432,0.547108,0.548802,0.522673,0.509551,0.523194,0.547098,0.547701,0.547239,0.548044,0.547741,0.333394,
Generation60,0.512641,0.54791,0.548347,0.548325,0.547622,0.547207,0.54694,0.54722,0.541911,0.548115,0.548091,0.547121,0.547171,0.547487,0.517612,
Generation61,0.546994,0.547729,0.549046,0.547789,0.548024,0.54802,0.548471,0.548838,0.549492,0.547873,0.548161,0.544037,0.532788,0.547748,0.494355,
Generation62,0.548579,0.547336,0.534987,0.498654,0.496364,0.547944,0.547743,0.547739,0.548149,0.54829,0.548134,0.527073,0.547027,0.54814,0.548437,
Generation63,0.49771,0.547622,0.547411,0.547202,0.548287,0.548217,0.522217,0.537598,0.547705,0.338423,0.39358,0.548898,0.545965,0.54762,0.548762,
Generation64,0.546968,0.334142,0.546255,0.547486,0.548166,0.494555,0.497449,0.548088,0.548136,0.346716,0.424347,0.548925,0.399827,0.548437,0.548225,
Generation65,0.547292,0.549212,0.333874,0.548241,0.547946,0.548856,0.547327,0.54807,0.549117,0.547906,0.547618,0.547709,0.547185,0.548445,0.547566,
Generation66,0.547774,0.507114,0.547416,0.521337,0.548661,0.54894,0.549076,0.548305,0.548776,0.548593,0.495254,0.548816,0.549071,0.521488,0.548428,
Generation67,0.548246,0.548714,0.547937,0.548307,0.548192,0.547527,0.515057,0.520908,0.548774,0.54921,0.548303,0.336002,0.548134,0.548594,0.548333,
Generation68,0.548652,0.547661,0.499796,0.503803,0.549683,0.548451,0.54808,0.548572,0.547894,0.548238,0.54775,0.54768,0.548383,0.548451,0.548514,
Generation69,0.547506,0.548627,0.361041,0.547559,0.548033,0.548879,0.548109,0.5484,0.548448,0.548629,0.547944,0.548528,0.54951,0.45843,0.549516,
Generation70,0.548541,0.548522,0.548046,0.547795,0.548543,0.548859,0.548551,0.548924,0.548152,0.548741,0.549049,0.548385,0.544396,0.334017,0.515729,
Generation71,0.547412,0.458437,0.548968,0.547204,0.548185,0.547705,0.548086,0.54915,0.338448,0.548416,0.548629,0.547993,0.547895,0.548591,0.547831,
Generation72,0.550144,0.548421,0.548075,0.548636,0.54857,0.482173,0.548686,0.548463,0.548713,0.548381,0.546851,0.548277,0.505039,0.540263,0.547698,
Generation73,0.515531,0.494145,0.54999,0.549903,0.547646,0.548697,0.548003,0.550459,0.547635,0.549102,0.550448,0.550215,0.406931,0.548855,0.548679,
Generation74,0.549636,0.502319,0.550065,0.519106,0.550068,0.550686,0.536726,0.550227,0.551228,0.55074,0.549924,0.550175,0.549852,0.551181,0.550281,
Generation75,0.55033,0.550008,0.54955,0.550825,0.549832,0.549857,0.55045,0.550076,0.550185,0.346872,0.550621,0.550978,0.549744,0.35534,0.550861,
Generation76,0.549528,0.550524,0.495274,0.550576,0.551511,0.429177,0.549568,0.549723,0.550079,0.549875,0.550687,0.549307,0.550624,0.550454,0.550609,
Generation77,0.550274,0.53502,0.55231,0.550515,0.551094,0.549236,0.551359,0.550228,0.550591,0.549875,0.550255,0.495549,0.551949,0.500042,0.551245,
Generation78,0.551277,0.551681,0.550407,0.551048,0.550853,0.552156,0.550902,0.551135,0.550948,0.551643,0.333933,0.551775,0.550258,0.550745,0.551344,
Generation79,0.551706,0.375553,0.496239,0.551177,0.552913,0.551484,0.550165,0.551277,0.55138,0.551138,0.497815,0.498189,0.55018,0.533806,0.550586,
Generation80,0.551482,0.509958,0.551554,0.551539,0.452397,0.551645,0.550936,0.549068,0.54122,0.552105,0.552148,0.551454,0.550822,0.551215,0.550746,
Generation81,0.542358,0.550388,0.552811,0.551522,0.551534,0.551843,0.551622,0.55032,0.550913,0.551157,0.551517,0.55147,0.551839,0.333527,0.551036,
Generation82,0.504923,0.552216,0.550544,0.552161,0.552689,0.499618,0.550977,0.500077,0.55185,0.550687,0.551384,0.55088,0.551071,0.551482,0.551399,
Generation83,0.551424,0.552445,0.552791,0.553109,0.553122,0.517373,0.552727,0.551926,0.552589,0.552619,0.5532,0.531116,0.553135,0.54999,0.552147,
Generation84,0.552312,0.552219,0.552,0.339942,0.552251,0.553645,0.552692,0.552173,0.552288,0.552404,0.548472,0.532959,0.553186,0.552698,0.538275,
Generation85,0.552752,0.497924,0.546316,0.552475,0.552344,0.552281,0.552878,0.552392,0.552643,0.552006,0.537899,0.333024,0.552717,0.552166,0.553562,
Generation86,0.333702,0.552752,0.552993,0.553097,0.553107,0.506315,0.530041,0.552555,0.551368,0.553632,0.503345,0.552171,0.501105,0.549241,0.552596,
Generation87,0.55336,0.526765,0.552942,0.554771,0.55285,0.553404,0.552116,0.543885,0.552883,0.55284,0.364476,0.553675,0.553561,0.553622,0.553068,
Generation88,0.517006,0.554539,0.493149,0.552484,0.553635,0.553869,0.553119,0.553007,0.553515,0.553665,0.553099,0.552668,0.552676,0.553946,0.553226,
Generation89,0.553408,0.515087,0.406574,0.553962,0.552492,0.553348,0.553067,0.554581,0.554287,0.55423,0.505861,0.427018,0.553166,0.553991,0.553121,
