Generation0,0.222904,0.250631,0.27503,0.158738,0.17308,0.219003,0.211712,0.194681,
Generation1,0.275533,0.275198,0.270205,0.276151,0.253103,0.194333,0.209369,0.233974,
Generation2,0.275478,0.2688,0.275435,0.275262,0.300864,0.275255,0.277742,0.275063,
Generation3,0.274511,0.275667,0.277553,0.277123,0.30133,0.300302,0.300435,0.299317,
Generation4,0.300274,0.290896,0.300473,0.300811,0.300268,0.273546,0.299709,0.300503,
Generation5,0.318752,0.301424,0.300343,0.299974,0.30034,0.296187,0.300451,0.299917,
Generation6,0.300718,0.320522,0.319782,0.295684,0.319578,0.300749,0.301281,0.320037,
Generation7,0.320296,0.304469,0.313667,0.30809,0.320951,0.319018,0.320634,0.319581,
Generation8,0.319739,0.319924,0.319635,0.318242,0.3199,0.340265,0.314714,0.320596,
Generation9,0.283033,0.352474,0.33989,0.318244,0.319747,0.340888,0.316634,0.326556,
Generation10,0.339687,0.340226,0.309091,0.378946,0.340809,0.341084,0.341808,0.352371,
Generation11,0.382187,0.379756,0.347113,0.324789,0.371838,0.274916,0.371999,0.328211,
Generation12,0.355177,0.310492,0.37713,0.378757,0.379187,0.381735,0.379759,0.371598,
Generation13,0.381898,0.378976,0.378679,0.37777,0.37936,0.373033,0.381649,0.379865,
Generation14,0.382702,0.323094,0.382357,0.304819,0.210514,0.379489,0.374253,0.378696,
Generation15,0.381963,0.352018,0.342865,0.385058,0.381255,0.381405,0.38318,0.382209,
Generation16,0.385738,0.384711,0.382413,0.382393,0.381179,0.381581,0.385247,0.379251,
Generation17,0.301405,0.382226,0.385122,0.377565,0.385382,0.384013,0.382826,0.386178,
Generation18,0.386016,0.366686,0.253563,0.385944,0.384914,0.385524,0.386294,0.381365,
Generation19,0.372238,0.386223,0.385583,0.376612,0.380087,0.385844,0.386009,0.381884,
